|date      |daily_new_cases|
|2020-05-17|2,476,900      |
|2020-05-18|0              |
|2020-05-19|0              |
|2020-05-20|0              |
|2020-05-21|0              |
|2020-05-22|0              |
|2020-05-23|0              |
|2020-05-24|2,818,534      |
|2020-05-25|0              |
|2020-05-26|0              |
|2020-05-27|0              |
|2020-05-28|0              |
|2020-05-29|0              |
|2020-05-30|0              |
|2020-05-31|2,943,819      |
|2020-06-01|0              |
|2020-06-02|0              |
|2020-06-03|0              |
|2020-06-04|0              |
|2020-06-05|0              |
|2020-06-06|0              |
|2020-06-07|3,404,090      |
|2020-06-08|0              |
|2020-06-09|0              |
|2020-06-10|0              |
|2020-06-11|0              |
|2020-06-12|0              |
|2020-06-13|0              |
|2020-06-14|3,636,561      |
|2020-06-15|0              |
|2020-06-16|0              |
|2020-06-17|0              |
|2020-06-18|0              |
|2020-06-19|0              |
|2020-06-20|0              |
|2020-06-21|4,153,048      |
|2020-06-22|0              |
|2020-06-23|0              |
|2020-06-24|0              |
|2020-06-25|0              |
|2020-06-26|0              |
|2020-06-27|0              |
|2020-06-28|4,659,132      |
|2020-06-29|0              |
|2020-06-30|0              |
|2020-07-01|0              |
|2020-07-02|0              |
|2020-07-03|0              |
|2020-07-04|0              |
|2020-07-05|5,338,894      |
|2020-07-06|0              |
|2020-07-07|0              |
|2020-07-08|0              |
|2020-07-09|0              |
|2020-07-10|0              |
|2020-07-11|0              |
|2020-07-12|5,742,708      |
|2020-07-13|0              |
|2020-07-14|0              |
|2020-07-15|0              |
|2020-07-16|0              |
|2020-07-17|0              |
|2020-07-18|0              |
|2020-07-19|6,331,835      |
|2020-07-20|0              |
|2020-07-21|0              |
|2020-07-22|0              |
|2020-07-23|0              |
|2020-07-24|0              |
|2020-07-25|0              |
|2020-07-26|7,019,139      |
|2020-07-27|0              |
|2020-07-28|0              |
|2020-07-29|0              |
|2020-07-30|0              |
|2020-07-31|0              |
|2020-08-01|0              |
|2020-08-02|7,419,368      |
|2020-08-03|0              |
|2020-08-04|0              |
|2020-08-05|0              |
|2020-08-06|0              |
|2020-08-07|0              |
|2020-08-08|0              |
|2020-08-09|7,434,478      |
|2020-08-10|0              |
|2020-08-11|0              |
|2020-08-12|0              |
|2020-08-13|0              |
|2020-08-14|0              |
|2020-08-15|0              |
|2020-08-16|7,643,464      |
|2020-08-17|0              |
|2020-08-18|0              |
|2020-08-19|0              |
|2020-08-20|0              |
|2020-08-21|0              |
|2020-08-22|0              |
|2020-08-23|7,419,547      |
|2020-08-24|0              |
|2020-08-25|0              |
|2020-08-26|0              |
|2020-08-27|0              |
|2020-08-28|0              |
|2020-08-29|0              |
|2020-08-30|7,652,423      |
|2020-08-31|0              |
|2020-09-01|0              |
|2020-09-02|0              |
|2020-09-03|0              |
|2020-09-04|0              |
|2020-09-05|0              |
|2020-09-06|8,113,618      |
|2020-09-07|0              |
|2020-09-08|0              |
|2020-09-09|0              |
|2020-09-10|0              |
|2020-09-11|0              |
|2020-09-12|0              |
|2020-09-13|8,041,499      |
|2020-09-14|0              |
|2020-09-15|0              |
|2020-09-16|0              |
|2020-09-17|0              |
|2020-09-18|0              |
|2020-09-19|0              |
|2020-09-20|8,641,239      |
|2020-09-21|0              |
|2020-09-22|0              |
|2020-09-23|0              |
|2020-09-24|0              |
|2020-09-25|0              |
|2020-09-26|0              |
|2020-09-27|8,681,351      |
|2020-09-28|0              |
|2020-09-29|0              |
|2020-09-30|0              |
|2020-10-01|0              |
|2020-10-02|0              |
|2020-10-03|0              |
|2020-10-04|8,829,443      |
|2020-10-05|0              |
|2020-10-06|0              |
|2020-10-07|0              |
|2020-10-08|0              |
|2020-10-09|0              |
|2020-10-10|0              |
|2020-10-11|9,913,200      |
|2020-10-12|0              |
|2020-10-13|0              |
|2020-10-14|0              |
|2020-10-15|0              |
|2020-10-16|0              |
|2020-10-17|0              |
|2020-10-18|11,073,754     |
|2020-10-19|0              |
|2020-10-20|0              |
|2020-10-21|0              |
|2020-10-22|0              |
|2020-10-23|0              |
|2020-10-24|0              |
|2020-10-25|13,418,300     |
|2020-10-26|0              |
|2020-10-27|0              |
|2020-10-28|0              |
|2020-10-29|0              |
|2020-10-30|0              |
|2020-10-31|0              |
|2020-11-01|15,468,594     |
|2020-11-02|0              |
|2020-11-03|0              |
|2020-11-04|0              |
|2020-11-05|0              |
|2020-11-06|0              |
|2020-11-07|0              |
|2020-11-08|16,861,280     |
|2020-11-09|0              |
|2020-11-10|0              |
|2020-11-11|0              |
|2020-11-12|0              |
|2020-11-13|0              |
|2020-11-14|0              |
|2020-11-15|17,472,613     |
|2020-11-16|0              |
|2020-11-17|0              |
|2020-11-18|0              |
|2020-11-19|0              |
|2020-11-20|0              |
|2020-11-21|0              |
|2020-11-22|17,575,316     |
|2020-11-23|0              |
|2020-11-24|0              |
|2020-11-25|0              |
|2020-11-26|0              |
|2020-11-27|0              |
|2020-11-28|0              |
|2020-11-29|17,019,203     |
|2020-11-30|0              |
|2020-12-01|0              |
|2020-12-02|0              |
|2020-12-03|0              |
|2020-12-04|0              |
|2020-12-05|0              |
|2020-12-06|17,648,818     |
|2020-12-07|0              |
|2020-12-08|0              |
|2020-12-09|0              |
|2020-12-10|0              |
|2020-12-11|0              |
|2020-12-12|0              |
|2020-12-13|18,453,831     |
|2020-12-14|0              |
|2020-12-15|0              |
|2020-12-16|0              |
|2020-12-17|0              |
|2020-12-18|0              |
|2020-12-19|0              |
|2020-12-20|19,102,722     |
|2020-12-21|0              |
|2020-12-22|0              |
|2020-12-23|0              |
|2020-12-24|0              |
|2020-12-25|0              |
|2020-12-26|0              |
|2020-12-27|17,258,565     |
|2020-12-28|0              |
|2020-12-29|0              |
|2020-12-30|0              |
|2020-12-31|0              |
|2021-01-01|0              |
|2021-01-02|0              |
|2021-01-03|17,829,704     |
|2021-01-04|0              |
|2021-01-05|0              |
|2021-01-06|0              |
|2021-01-07|0              |
|2021-01-08|0              |
|2021-01-09|0              |
|2021-01-10|21,089,684     |
|2021-01-11|0              |
|2021-01-12|0              |
|2021-01-13|0              |
|2021-01-14|0              |
|2021-01-15|0              |
|2021-01-16|0              |
|2021-01-17|20,392,108     |
|2021-01-18|0              |
|2021-01-19|0              |
|2021-01-20|0              |
|2021-01-21|0              |
|2021-01-22|0              |
|2021-01-23|0              |
|2021-01-24|17,820,160     |
|2021-01-25|0              |
|2021-01-26|0              |
|2021-01-27|0              |
|2021-01-28|0              |
|2021-01-29|0              |
|2021-01-30|0              |
|2021-01-31|15,776,627     |
|2021-02-01|0              |
|2021-02-02|0              |
|2021-02-03|0              |
|2021-02-04|0              |
|2021-02-05|0              |
|2021-02-06|0              |
|2021-02-07|13,362,082     |
|2021-02-08|0              |
|2021-02-09|0              |
|2021-02-10|0              |
|2021-02-11|0              |
|2021-02-12|0              |
|2021-02-13|0              |
|2021-02-14|11,480,581     |
|2021-02-15|0              |
|2021-02-16|0              |
|2021-02-17|0              |
|2021-02-18|0              |
|2021-02-19|0              |
|2021-02-20|0              |
|2021-02-21|10,508,926     |
|2021-02-22|0              |
|2021-02-23|0              |
|2021-02-24|0              |
|2021-02-25|0              |
|2021-02-26|0              |
|2021-02-27|0              |
|2021-02-28|11,356,168     |
|2021-03-01|0              |
|2021-03-02|0              |
|2021-03-03|0              |
|2021-03-04|0              |
|2021-03-05|0              |
|2021-03-06|0              |
|2021-03-07|11,728,826     |
|2021-03-08|0              |
|2021-03-09|0              |
|2021-03-10|0              |
|2021-03-11|0              |
|2021-03-12|0              |
|2021-03-13|0              |
|2021-03-14|12,732,431     |
|2021-03-15|0              |
|2021-03-16|0              |
|2021-03-17|0              |
|2021-03-18|0              |
|2021-03-19|0              |
|2021-03-20|0              |
|2021-03-21|14,319,677     |
|2021-03-22|0              |
|2021-03-23|0              |
|2021-03-24|0              |
|2021-03-25|0              |
|2021-03-26|0              |
|2021-03-27|0              |
|2021-03-28|16,460,879     |
|2021-03-29|0              |
|2021-03-30|0              |
|2021-03-31|0              |
|2021-04-01|0              |
|2021-04-02|0              |
|2021-04-03|0              |
|2021-04-04|17,545,404     |
|2021-04-05|0              |
|2021-04-06|0              |
|2021-04-07|0              |
|2021-04-08|0              |
|2021-04-09|0              |
|2021-04-10|0              |
|2021-04-11|19,183,204     |
|2021-04-12|0              |
|2021-04-13|0              |
|2021-04-14|0              |
|2021-04-15|0              |
|2021-04-16|0              |
|2021-04-17|0              |
|2021-04-18|21,854,228     |
|2021-04-19|0              |
|2021-04-20|0              |
|2021-04-21|0              |
|2021-04-22|0              |
|2021-04-23|0              |
|2021-04-24|0              |
|2021-04-25|23,602,655     |
|2021-04-26|0              |
|2021-04-27|0              |
|2021-04-28|0              |
|2021-04-29|0              |
|2021-04-30|0              |
|2021-05-01|0              |
|2021-05-02|23,463,432     |
|2021-05-03|0              |
|2021-05-04|0              |
|2021-05-05|0              |
|2021-05-06|0              |
|2021-05-07|0              |
|2021-05-08|0              |
|2021-05-09|22,410,927     |
|2021-05-10|0              |
|2021-05-11|0              |
|2021-05-12|0              |
|2021-05-13|0              |
|2021-05-14|0              |
|2021-05-15|0              |
|2021-05-16|19,668,574     |
|2021-05-17|0              |
|2021-05-18|0              |
|2021-05-19|0              |
|2021-05-20|0              |
|2021-05-21|0              |
|2021-05-22|0              |
|2021-05-23|17,206,933     |
|2021-05-24|0              |
|2021-05-25|0              |
|2021-05-26|0              |
|2021-05-27|0              |
|2021-05-28|0              |
|2021-05-29|0              |
|2021-05-30|14,429,193     |
|2021-05-31|0              |
|2021-06-01|0              |
|2021-06-02|0              |
|2021-06-03|0              |
|2021-06-04|0              |
|2021-06-05|0              |
|2021-06-06|12,213,202     |
|2021-06-07|0              |
|2021-06-08|0              |
|2021-06-09|0              |
|2021-06-10|0              |
|2021-06-11|0              |
|2021-06-12|0              |
|2021-06-13|10,718,982     |
|2021-06-14|0              |
|2021-06-15|0              |
|2021-06-16|0              |
|2021-06-17|0              |
|2021-06-18|0              |
|2021-06-19|0              |
|2021-06-20|10,237,965     |
|2021-06-21|0              |
|2021-06-22|0              |
|2021-06-23|0              |
|2021-06-24|0              |
|2021-06-25|0              |
|2021-06-26|0              |
|2021-06-27|10,608,425     |
|2021-06-28|0              |
|2021-06-29|0              |
|2021-06-30|0              |
|2021-07-01|0              |
|2021-07-02|0              |
|2021-07-03|0              |
|2021-07-04|11,190,477     |
|2021-07-05|0              |
|2021-07-06|0              |
|2021-07-07|0              |
|2021-07-08|0              |
|2021-07-09|0              |
|2021-07-10|0              |
|2021-07-11|13,427,019     |
|2021-07-12|0              |
|2021-07-13|0              |
|2021-07-14|0              |
|2021-07-15|0              |
|2021-07-16|0              |
|2021-07-17|0              |
|2021-07-18|14,827,048     |
|2021-07-19|0              |
|2021-07-20|0              |
|2021-07-21|0              |
|2021-07-22|0              |
|2021-07-23|0              |
|2021-07-24|0              |
|2021-07-25|15,497,712     |
|2021-07-26|0              |
|2021-07-27|0              |
|2021-07-28|0              |
|2021-07-29|0              |
|2021-07-30|0              |
|2021-07-31|0              |
|2021-08-01|17,033,927     |
|2021-08-02|0              |
|2021-08-03|0              |
|2021-08-04|0              |
|2021-08-05|0              |
|2021-08-06|0              |
|2021-08-07|0              |
|2021-08-08|18,115,686     |
|2021-08-09|0              |
|2021-08-10|0              |
|2021-08-11|0              |
|2021-08-12|0              |
|2021-08-13|0              |
|2021-08-14|0              |
|2021-08-15|18,510,026     |
|2021-08-16|0              |
|2021-08-17|0              |
|2021-08-18|0              |
|2021-08-19|0              |
|2021-08-20|0              |
|2021-08-21|0              |
|2021-08-22|18,812,422     |
|2021-08-23|0              |
|2021-08-24|0              |
|2021-08-25|0              |
|2021-08-26|0              |
|2021-08-27|0              |
|2021-08-28|0              |
|2021-08-29|18,683,628     |
|2021-08-30|0              |
|2021-08-31|0              |
|2021-09-01|0              |
|2021-09-02|0              |
|2021-09-03|0              |
|2021-09-04|0              |
|2021-09-05|17,811,907     |
|2021-09-06|0              |
|2021-09-07|0              |
|2021-09-08|0              |
|2021-09-09|0              |
|2021-09-10|0              |
|2021-09-11|0              |
|2021-09-12|16,062,870     |
|2021-09-13|0              |
|2021-09-14|0              |
|2021-09-15|0              |
|2021-09-16|0              |
|2021-09-17|0              |
|2021-09-18|0              |
|2021-09-19|15,063,678     |
|2021-09-20|0              |
|2021-09-21|0              |
|2021-09-22|0              |
|2021-09-23|0              |
|2021-09-24|0              |
|2021-09-25|0              |
|2021-09-26|14,337,895     |
|2021-09-27|0              |
|2021-09-28|0              |
|2021-09-29|0              |
|2021-09-30|0              |
|2021-10-01|0              |
|2021-10-02|0              |
|2021-10-03|12,785,008     |
|2021-10-04|0              |
|2021-10-05|0              |
|2021-10-06|0              |
|2021-10-07|0              |
|2021-10-08|0              |
|2021-10-09|0              |
|2021-10-10|12,206,916     |
|2021-10-11|0              |
|2021-10-12|0              |
|2021-10-13|0              |
|2021-10-14|0              |
|2021-10-15|0              |
|2021-10-16|0              |
|2021-10-17|11,985,045     |
|2021-10-18|0              |
|2021-10-19|0              |
|2021-10-20|0              |
|2021-10-21|0              |
|2021-10-22|0              |
|2021-10-23|0              |
|2021-10-24|12,640,393     |
|2021-10-25|0              |
|2021-10-26|0              |
|2021-10-27|0              |
|2021-10-28|0              |
|2021-10-29|0              |
|2021-10-30|0              |
|2021-10-31|13,285,229     |
|2021-11-01|0              |
|2021-11-02|0              |
|2021-11-03|0              |
|2021-11-04|0              |
|2021-11-05|0              |
|2021-11-06|0              |
|2021-11-07|13,649,416     |
|2021-11-08|0              |
|2021-11-09|0              |
|2021-11-10|0              |
|2021-11-11|0              |
|2021-11-12|0              |
|2021-11-13|0              |
|2021-11-14|15,119,567     |
|2021-11-15|0              |
|2021-11-16|0              |
|2021-11-17|0              |
|2021-11-18|0              |
|2021-11-19|0              |
|2021-11-20|0              |
|2021-11-21|16,993,808     |
|2021-11-22|0              |
|2021-11-23|0              |
|2021-11-24|0              |
|2021-11-25|0              |
|2021-11-26|0              |
|2021-11-27|0              |
|2021-11-28|17,971,350     |
|2021-11-29|0              |
|2021-11-30|0              |
|2021-12-01|0              |
|2021-12-02|0              |
|2021-12-03|0              |
|2021-12-04|0              |
|2021-12-05|18,936,541     |
|2021-12-06|0              |
|2021-12-07|0              |
|2021-12-08|0              |
|2021-12-09|0              |
|2021-12-10|0              |
|2021-12-11|0              |
|2021-12-12|18,996,071     |
|2021-12-13|0              |
|2021-12-14|0              |
|2021-12-15|0              |
|2021-12-16|0              |
|2021-12-17|0              |
|2021-12-18|0              |
|2021-12-19|20,569,388     |
|2021-12-20|0              |
|2021-12-21|0              |
|2021-12-22|0              |
|2021-12-23|0              |
|2021-12-24|0              |
|2021-12-25|0              |
|2021-12-26|26,517,621     |
|2021-12-27|0              |
|2021-12-28|0              |
|2021-12-29|0              |
|2021-12-30|0              |
|2021-12-31|0              |
|2022-01-01|0              |
|2022-01-02|45,814,940     |
|2022-01-03|0              |
|2022-01-04|0              |
|2022-01-05|0              |
|2022-01-06|0              |
|2022-01-07|0              |
|2022-01-08|0              |
|2022-01-09|72,030,171     |
|2022-01-10|0              |
|2022-01-11|0              |
|2022-01-12|0              |
|2022-01-13|0              |
|2022-01-14|0              |
|2022-01-15|0              |
|2022-01-16|89,254,431     |
|2022-01-17|0              |
|2022-01-18|0              |
|2022-01-19|0              |
|2022-01-20|0              |
|2022-01-21|0              |
|2022-01-22|0              |
|2022-01-23|102,338,504    |
|2022-01-24|0              |
|2022-01-25|0              |
|2022-01-26|0              |
|2022-01-27|0              |
|2022-01-28|0              |
|2022-01-29|0              |
|2022-01-30|102,487,679    |
|2022-01-31|0              |
|2022-02-01|0              |
|2022-02-02|0              |
|2022-02-03|0              |
|2022-02-04|0              |
|2022-02-05|0              |
|2022-02-06|87,262,318     |
|2022-02-07|0              |
|2022-02-08|0              |
|2022-02-09|0              |
|2022-02-10|0              |
|2022-02-11|0              |
|2022-02-12|0              |
|2022-02-13|69,371,769     |
|2022-02-14|0              |
|2022-02-15|0              |
|2022-02-16|0              |
|2022-02-17|0              |
|2022-02-18|0              |
|2022-02-19|0              |
|2022-02-20|55,751,416     |
|2022-02-21|0              |
|2022-02-22|0              |
|2022-02-23|0              |
|2022-02-24|0              |
|2022-02-25|0              |
|2022-02-26|0              |
|2022-02-27|47,605,829     |
|2022-02-28|0              |
|2022-03-01|0              |
|2022-03-02|0              |
|2022-03-03|0              |
|2022-03-04|0              |
|2022-03-05|0              |
|2022-03-06|46,930,972     |
|2022-03-07|0              |
|2022-03-08|0              |
|2022-03-09|0              |
|2022-03-10|0              |
|2022-03-11|0              |
|2022-03-12|0              |
|2022-03-13|51,051,888     |
|2022-03-14|0              |
|2022-03-15|0              |
|2022-03-16|0              |
|2022-03-17|0              |
|2022-03-18|0              |
|2022-03-19|0              |
|2022-03-20|53,733,027     |
|2022-03-21|0              |
|2022-03-22|0              |
|2022-03-23|0              |
|2022-03-24|0              |
|2022-03-25|0              |
|2022-03-26|0              |
|2022-03-27|48,316,935     |
|2022-03-28|0              |
|2022-03-29|0              |
|2022-03-30|0              |
|2022-03-31|0              |
|2022-04-01|0              |
|2022-04-02|0              |
|2022-04-03|41,239,433     |
|2022-04-04|0              |
|2022-04-05|0              |
|2022-04-06|0              |
|2022-04-07|0              |
|2022-04-08|0              |
|2022-04-09|0              |
|2022-04-10|31,865,514     |
|2022-04-11|0              |
|2022-04-12|0              |
|2022-04-13|0              |
|2022-04-14|0              |
|2022-04-15|0              |
|2022-04-16|0              |
|2022-04-17|25,313,180     |
|2022-04-18|0              |
|2022-04-19|0              |
|2022-04-20|0              |
|2022-04-21|0              |
|2022-04-22|0              |
|2022-04-23|0              |
|2022-04-24|20,943,277     |
|2022-04-25|0              |
|2022-04-26|0              |
|2022-04-27|0              |
|2022-04-28|0              |
|2022-04-29|0              |
|2022-04-30|0              |
|2022-05-01|17,771,960     |
|2022-05-02|0              |
|2022-05-03|0              |
|2022-05-04|0              |
|2022-05-05|0              |
|2022-05-06|0              |
|2022-05-07|0              |
|2022-05-08|15,906,927     |
|2022-05-09|0              |
|2022-05-10|0              |
|2022-05-11|0              |
|2022-05-12|0              |
|2022-05-13|0              |
|2022-05-14|0              |
|2022-05-15|17,177,635     |
|2022-05-16|0              |
|2022-05-17|0              |
|2022-05-18|0              |
|2022-05-19|0              |
|2022-05-20|0              |
|2022-05-21|0              |
|2022-05-22|16,187,899     |
|2022-05-23|0              |
|2022-05-24|0              |
|2022-05-25|0              |
|2022-05-26|0              |
|2022-05-27|0              |
|2022-05-28|0              |
|2022-05-29|14,333,422     |
|2022-05-30|0              |
|2022-05-31|0              |
|2022-06-01|0              |
|2022-06-02|0              |
|2022-06-03|0              |
|2022-06-04|0              |
|2022-06-05|13,883,369     |
|2022-06-06|0              |
|2022-06-07|0              |
|2022-06-08|0              |
|2022-06-09|0              |
|2022-06-10|0              |
|2022-06-11|0              |
|2022-06-12|15,075,867     |
|2022-06-13|0              |
|2022-06-14|0              |
|2022-06-15|0              |
|2022-06-16|0              |
|2022-06-17|0              |
|2022-06-18|0              |
|2022-06-19|16,370,204     |
|2022-06-20|0              |
|2022-06-21|0              |
|2022-06-22|0              |
|2022-06-23|0              |
|2022-06-24|0              |
|2022-06-25|0              |
|2022-06-26|20,203,668     |
|2022-06-27|0              |
|2022-06-28|0              |
|2022-06-29|0              |
|2022-06-30|0              |
|2022-07-01|0              |
|2022-07-02|0              |
|2022-07-03|23,568,386     |
|2022-07-04|0              |
|2022-07-05|0              |
|2022-07-06|0              |
|2022-07-07|0              |
|2022-07-08|0              |
|2022-07-09|0              |
|2022-07-10|28,178,477     |
|2022-07-11|0              |
|2022-07-12|0              |
|2022-07-13|0              |
|2022-07-14|0              |
|2022-07-15|0              |
|2022-07-16|0              |
|2022-07-17|30,598,156     |
|2022-07-18|0              |
|2022-07-19|0              |
|2022-07-20|0              |
|2022-07-21|0              |
|2022-07-22|0              |
|2022-07-23|0              |
|2022-07-24|30,917,854     |
|2022-07-25|0              |
|2022-07-26|0              |
|2022-07-27|0              |
|2022-07-28|0              |
|2022-07-29|0              |
|2022-07-30|0              |
|2022-07-31|30,519,904     |
|2022-08-01|0              |
|2022-08-02|0              |
|2022-08-03|0              |
|2022-08-04|0              |
|2022-08-05|0              |
|2022-08-06|0              |
|2022-08-07|29,051,191     |
|2022-08-08|0              |
|2022-08-09|0              |
|2022-08-10|0              |
|2022-08-11|0              |
|2022-08-12|0              |
|2022-08-13|0              |
|2022-08-14|24,000,213     |
|2022-08-15|0              |
|2022-08-16|0              |
|2022-08-17|0              |
|2022-08-18|0              |
|2022-08-19|0              |
|2022-08-20|0              |
|2022-08-21|22,368,661     |
|2022-08-22|0              |
|2022-08-23|0              |
|2022-08-24|0              |
|2022-08-25|0              |
|2022-08-26|0              |
|2022-08-27|0              |
|2022-08-28|19,817,836     |
|2022-08-29|0              |
|2022-08-30|0              |
|2022-08-31|0              |
|2022-09-01|0              |
|2022-09-02|0              |
|2022-09-03|0              |
|2022-09-04|17,826,456     |
|2022-09-05|0              |
|2022-09-06|0              |
|2022-09-07|0              |
|2022-09-08|0              |
|2022-09-09|0              |
|2022-09-10|0              |
|2022-09-11|13,723,199     |
|2022-09-12|0              |
|2022-09-13|0              |
|2022-09-14|0              |
|2022-09-15|0              |
|2022-09-16|0              |
|2022-09-17|0              |
|2022-09-18|14,373,694     |
|2022-09-19|0              |
|2022-09-20|0              |
|2022-09-21|0              |
|2022-09-22|0              |
|2022-09-23|0              |
|2022-09-24|0              |
|2022-09-25|13,813,584     |
|2022-09-26|0              |
|2022-09-27|0              |
|2022-09-28|0              |
|2022-09-29|0              |
|2022-09-30|0              |
|2022-10-01|0              |
|2022-10-02|14,254,015     |
|2022-10-03|0              |
|2022-10-04|0              |
|2022-10-05|0              |
|2022-10-06|0              |
|2022-10-07|0              |
|2022-10-08|0              |
|2022-10-09|14,485,831     |
|2022-10-10|0              |
|2022-10-11|0              |
|2022-10-12|0              |
|2022-10-13|0              |
|2022-10-14|0              |
|2022-10-15|0              |
|2022-10-16|14,346,787     |
|2022-10-17|0              |
|2022-10-18|0              |
|2022-10-19|0              |
|2022-10-20|0              |
|2022-10-21|0              |
|2022-10-22|0              |
|2022-10-23|13,000,688     |
|2022-10-24|0              |
|2022-10-25|0              |
|2022-10-26|0              |
|2022-10-27|0              |
|2022-10-28|0              |
|2022-10-29|0              |
|2022-10-30|11,146,953     |
|2022-10-31|0              |
|2022-11-01|0              |
|2022-11-02|0              |
|2022-11-03|0              |
|2022-11-04|0              |
|2022-11-05|0              |
|2022-11-06|10,077,822     |
|2022-11-07|0              |
|2022-11-08|0              |
|2022-11-09|0              |
|2022-11-10|0              |
|2022-11-11|0              |
|2022-11-12|0              |
|2022-11-13|10,649,185     |
|2022-11-14|0              |
|2022-11-15|0              |
|2022-11-16|0              |
|2022-11-17|0              |
|2022-11-18|0              |
|2022-11-19|0              |
|2022-11-20|11,496,349     |
|2022-11-21|0              |
|2022-11-22|0              |
|2022-11-23|0              |
|2022-11-24|0              |
|2022-11-25|0              |
|2022-11-26|0              |
|2022-11-27|12,754,526     |
|2022-11-28|0              |
|2022-11-29|0              |
|2022-11-30|0              |
|2022-12-01|0              |
|2022-12-02|0              |
|2022-12-03|0              |
|2022-12-04|13,908,058     |
|2022-12-05|0              |
|2022-12-06|0              |
|2022-12-07|0              |
|2022-12-08|0              |
|2022-12-09|0              |
|2022-12-10|0              |
|2022-12-11|19,462,661     |
|2022-12-12|0              |
|2022-12-13|0              |
|2022-12-14|0              |
|2022-12-15|0              |
|2022-12-16|0              |
|2022-12-17|0              |
|2022-12-18|60,875,858     |
|2022-12-19|0              |
|2022-12-20|0              |
|2022-12-21|0              |
|2022-12-22|0              |
|2022-12-23|0              |
|2022-12-24|0              |
|2022-12-25|177,772,819    |
|2022-12-26|0              |
|2022-12-27|0              |
|2022-12-28|0              |
|2022-12-29|0              |
|2022-12-30|0              |
|2022-12-31|0              |
|2023-01-01|111,508,070    |
|2023-01-02|0              |
|2023-01-03|0              |
|2023-01-04|0              |
|2023-01-05|0              |
|2023-01-06|0              |
|2023-01-07|0              |
|2023-01-08|44,362,590     |
|2023-01-09|0              |
|2023-01-10|0              |
|2023-01-11|0              |
|2023-01-12|0              |
|2023-01-13|0              |
|2023-01-14|0              |
|2023-01-15|19,859,273     |
|2023-01-16|0              |
|2023-01-17|0              |
